drug,cell_line_id,n_cells
Rucaparib (phosphate),CVCL_0131,5495
Crizotinib (hydrochloride),CVCL_0371,5495
Adenosine,CVCL_1098,5494
Gemfibrozil,CVCL_1635,5494
Benztropine (mesylate),CVCL_0371,5494
Idoxuridine,CVCL_0332,5493
Tirabrutinib (hydrochloride),CVCL_1547,5493
Indacaterol (maleate),CVCL_0371,5493
Silodosin,CVCL_0334,5492
Proglumide,CVCL_0399,5492
Rutin (trihydrate),CVCL_0504,5491
Plicamycin,CVCL_0320,5491
Pasireotide (acetate),CVCL_1495,5491
Voriconazole,CVCL_0320,5490
Triclosan,CVCL_1098,5490
Paclitaxel,CVCL_0218,5489
Zileuton,CVCL_0504,5489
Vinblastine (sulfate),CVCL_1717,5489
Rifaximin,CVCL_0399,5489
Aspirin,CVCL_0504,5488
Methyl aminolevulinate (hydrochloride),CVCL_0292,5488
Elagolix sodium,CVCL_1547,5488
Nevirapine,CVCL_1056,5488
Hexylresorcinol,CVCL_0332,5488
Abemaciclib,CVCL_1517,5488
Aspirin,CVCL_0371,5487
Torkinib,CVCL_1517,5487
Entecavir (monohydrate),CVCL_1666,5487
Idoxuridine,CVCL_1550,5487
Lonafarnib,CVCL_0504,5486
Cyclosporin A,CVCL_1731,5486
Dexamethasone,CVCL_0023,5485
venetoclax,CVCL_1550,5484
Rimonabant (Hydrochloride),CVCL_1550,5484
Aprepitant,CVCL_1381,5483
Delamanid,CVCL_1550,5483
Betamethasone dipropionate,CVCL_0334,5482
Entecavir (monohydrate),CVCL_0069,5482
AZD-7648,CVCL_0399,5482
Bimatoprost,CVCL_0371,5481
Tubulin inhibitor 6,CVCL_0504,5481
γ-Oryzanol,CVCL_1550,5481
Mifepristone,CVCL_1119,5480
Canagliflozin (hemihydrate),CVCL_1547,5480
Bimiralisib,CVCL_1717,5480
Ropivacaine (hydrochloride monohydrate),CVCL_1119,5480
Sulfisoxazole,CVCL_0428,5480
Omeprazole (sodium),CVCL_1550,5479
Irinotecan (hydrochloride),CVCL_0179,5479
(R)-Verapamil (hydrochloride),CVCL_1098,5479
Niclosamide (olamine),CVCL_1550,5478
Apalutamide,CVCL_0399,5478
Pyridoxine,CVCL_0359,5477
Tirabrutinib,CVCL_0131,5476
Bimatoprost,CVCL_0320,5476
Hexylresorcinol,CVCL_0292,5476
Decitabine,CVCL_1056,5476
Lumateperone (tosylate),CVCL_0397,5475
Ixazomib citrate,CVCL_0399,5474
Gallic acid (hydrate),CVCL_1547,5474
venetoclax,CVCL_0320,5474
Idarubicin (hydrochloride),CVCL_1097,5473
Ranolazine,CVCL_0371,5472
Elagolix sodium,CVCL_1119,5472
Mebendazole,CVCL_0371,5471
olaparib,CVCL_1550,5471
Ribociclib,CVCL_1478,5471
Tucidinostat,CVCL_C466,5470
ML264,CVCL_0397,5470
Minodronic acid,CVCL_1717,5469
PF-06260933,CVCL_1693,5469
Asciminib,CVCL_1381,5469
Econazole,CVCL_1478,5469
Gallic acid,CVCL_1731,5469
Acetohexamide,CVCL_0371,5468
Tucatinib,CVCL_1717,5468
Piroxicam,CVCL_1478,5468
Retinoic acid,CVCL_0397,5467
Apalutamide,CVCL_0359,5467
Fostamatinib (disodium hexahydrate),CVCL_1495,5466
Pralsetinib,CVCL_0359,5466
Anethole trithione,CVCL_0069,5466
Bexarotene,CVCL_0320,5465
Triamcinolone,CVCL_0320,5465
L-Thyroxine (sodium salt pentahydrate),CVCL_0359,5465
Elagolix sodium,CVCL_1381,5464
Esmolol (hydrochloride),CVCL_0366,5464
Drospirenone,CVCL_1097,5463
Bimatoprost,CVCL_1478,5462
Loperamide (hydrochloride),CVCL_0371,5462
Carbidopa (monohydrate),CVCL_0292,5462
Entecavir (monohydrate),CVCL_0152,5461
Esmolol (hydrochloride),CVCL_1635,5460
Rimonabant (Hydrochloride),CVCL_0371,5459
Panobinostat,CVCL_0371,5459
Triamcinolone,CVCL_1547,5459
Terfenadine,CVCL_1731,5459
Anethole trithione,CVCL_0397,5458
Ipatasertib,CVCL_0131,5458
Rapamycin,CVCL_0320,5458
Trimetrexate,CVCL_0504,5458
Panobinostat,CVCL_1097,5456
Minodronic acid,CVCL_1381,5456
Thymopentin,CVCL_1119,5455
Ataluren,CVCL_0366,5455
Ranolazine,CVCL_0359,5455
Baicalin,CVCL_1666,5455
Drospirenone,CVCL_0371,5454
Mozavaptan,CVCL_0428,5454
Budesonide,CVCL_1119,5454
Budesonide,CVCL_1381,5453
Ribociclib,CVCL_0320,5453
Docetaxel,CVCL_0320,5452
Dimethyl fumarate,CVCL_0099,5450
Tofacitinib (citrate),CVCL_1381,5450
Abemaciclib,CVCL_0371,5450
Piroxicam,CVCL_C466,5450
Eplerenone,CVCL_0359,5450
olaparib,CVCL_0504,5450
LY2090314,CVCL_0320,5449
Ouabain (Octahydrate),CVCL_1635,5449
Tubulin inhibitor 6,CVCL_1550,5449
Eplerenone,CVCL_1381,5448
Esmolol (hydrochloride),CVCL_0292,5448
Medroxyprogesterone acetate,CVCL_0366,5448
OTS514,CVCL_0293,5448
Bestatin (hydrochloride),CVCL_0332,5447
Bimiralisib,CVCL_1119,5447
Fusidic acid,CVCL_1731,5447
Imiquimod (maleate),CVCL_0459,5447
Pentoxifylline,CVCL_1547,5445
Tofacitinib,CVCL_1717,5445
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0366,5444
Citalopram (hydrobromide),CVCL_0320,5443
Pexidartinib (hydrochloride),CVCL_0320,5443
Sacubitril/Valsartan,CVCL_0359,5442
Rucaparib (phosphate),CVCL_1635,5442
Bentamapimod,CVCL_0152,5441
Sapanisertib,CVCL_0504,5441
Fluvoxamine,CVCL_0399,5440
Ritonavir,CVCL_1119,5440
Pioglitazone,CVCL_1550,5440
Asciminib,CVCL_0359,5439
18β-Glycyrrhetinic acid,CVCL_1056,5438
Pasireotide (acetate),CVCL_0397,5438
Capmatinib,CVCL_1550,5438
Lenalidomide (hemihydrate),CVCL_1517,5437
LY2090314,CVCL_0504,5437
Pentoxifylline,CVCL_1550,5436
Fostamatinib (disodium hexahydrate),CVCL_0131,5436
Adenine,CVCL_1693,5435
Anethole trithione,CVCL_1055,5434
Tucidinostat,CVCL_1495,5434
Acetazolamide,CVCL_0023,5434
γ-Oryzanol,CVCL_0332,5434
Idarubicin (hydrochloride),CVCL_0397,5432
Clotrimazole,CVCL_1478,5431
Plicamycin,CVCL_1495,5430
Neratinib (maleate),CVCL_1731,5428
Betamethasone dipropionate,CVCL_1285,5428
Voriconazole,CVCL_0504,5428
APTO-253,CVCL_0320,5427
Artemether,CVCL_1547,5427
Ixazomib,CVCL_1285,5427
Phenylephrine (hydrochloride),CVCL_0320,5427
Lumateperone (tosylate),CVCL_1495,5427
Infigratinib,CVCL_0397,5426
Topotecan (hydrochloride),CVCL_1517,5425
venetoclax,CVCL_0397,5425
Sildenafil,CVCL_1381,5425
Sapanisertib,CVCL_1119,5424
Acetohexamide,CVCL_1478,5424
Capmatinib,CVCL_0023,5424
Megestrol,CVCL_1547,5423
Brimonidine,CVCL_1717,5423
Cytarabine,CVCL_1724,5422
Retinoic acid,CVCL_1495,5421
Procainamide (hydrochloride),CVCL_1693,5420
Cloxacillin (sodium),CVCL_1635,5419
Erlotinib,CVCL_0504,5419
(S)-Crizotinib,CVCL_0371,5419
Neratinib (maleate),CVCL_0332,5419
Peretinoin,CVCL_0399,5418
Folic acid,CVCL_1666,5418
Bendamustine,CVCL_1693,5418
Zileuton,CVCL_0359,5418
Abiraterone acetate,CVCL_1097,5417
Filgotinib,CVCL_0069,5417
Zileuton,CVCL_0371,5417
PF-06260933,CVCL_1056,5417
Artesunate,CVCL_0218,5417
Lonafarnib,CVCL_0320,5416
Erythromycin,CVCL_1056,5416
Thymol,CVCL_0023,5414
Tirabrutinib (hydrochloride),CVCL_0397,5414
Abemaciclib,CVCL_0334,5413
Malotilate,CVCL_1717,5412
Megestrol,CVCL_1098,5412
PH-797804,CVCL_0480,5412
Temuterkib,CVCL_0480,5412
Lopinavir,CVCL_1381,5411
Phenytoin (sodium),CVCL_1285,5411
Bicalutamide,CVCL_1547,5411
Tolmetin,CVCL_0371,5411
Nimesulide,CVCL_1056,5410
Rimonabant (Hydrochloride),CVCL_0293,5410
Azithromycin (hydrate),CVCL_1097,5409
Irinotecan,CVCL_1550,5408
Abiraterone acetate,CVCL_0131,5408
Relugolix,CVCL_0332,5407
Azithromycin (hydrate),CVCL_0371,5407
AZD-8055,CVCL_0397,5407
5-Fluorouracil,CVCL_0359,5406
Lucanthone,CVCL_1550,5405
Panobinostat,CVCL_1550,5405
Furosemide,CVCL_1550,5405
Ritonavir,CVCL_0320,5405
Anethole trithione,CVCL_1731,5404
Elagolix sodium,CVCL_0371,5404
Procainamide (hydrochloride),CVCL_0428,5404
Bimatoprost,CVCL_1381,5403
Infigratinib,CVCL_1478,5403
Pentamidine (isethionate),CVCL_0069,5403
Sacubitril/Valsartan,CVCL_0371,5402
Lactate (calcium),CVCL_0399,5402
Ornidazole,CVCL_0099,5401
Tirabrutinib (hydrochloride),CVCL_1717,5400
Glasdegib,CVCL_1550,5400
SBI-0640756,CVCL_0459,5400
Edoxaban (tosylate monohydrate),CVCL_0332,5399
Isocorydine,CVCL_0397,5399
Triclosan,CVCL_0397,5399
DT-061,CVCL_1517,5398
Capmatinib,CVCL_0131,5398
Brimonidine,CVCL_1666,5397
Ritonavir,CVCL_1478,5397
8-Hydroxyquinoline,CVCL_0397,5396
Ornidazole,CVCL_1717,5396
Econazole,CVCL_1097,5396
Posaconazole,CVCL_1550,5395
Lipoic acid,CVCL_0069,5395
Allopurinol,CVCL_0099,5395
Cinacalcet,CVCL_0504,5394
Docetaxel,CVCL_1550,5394
Citalopram (hydrobromide),CVCL_0371,5394
Oxaliplatin,CVCL_1717,5393
Ribociclib,CVCL_0332,5393
Vemurafenib,CVCL_0366,5392
Lenalidomide (hemihydrate),CVCL_0371,5390
Vitamin K4,CVCL_0504,5390
Malotilate,CVCL_0152,5390
Bestatin (hydrochloride),CVCL_0371,5389
Vemurafenib,CVCL_1635,5389
APTO-253,CVCL_0371,5388
Berberine (chloride hydrate),CVCL_1666,5388
Capivasertib,CVCL_1550,5388
PF-06260933,CVCL_0334,5387
Lapatinib ditosylate,CVCL_1056,5386
Monocrotaline,CVCL_1119,5386
Baicalin,CVCL_1055,5385
Acetohexamide,CVCL_1550,5385
Clopidogrel,CVCL_1717,5385
Canagliflozin (hemihydrate),CVCL_0152,5385
SBI-0640756,CVCL_0546,5384
Ligustrazine,CVCL_1056,5384
Isocorydine,CVCL_1717,5383
Acetazolamide,CVCL_0359,5383
Berberine (chloride hydrate),CVCL_1094,5383
Ranolazine,CVCL_0320,5382
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_1666,5381
Pralsetinib,CVCL_1693,5381
Drospirenone,CVCL_0320,5380
Rapamycin,CVCL_1547,5379
Benztropine (mesylate),CVCL_0293,5379
Ataluren,CVCL_C466,5379
Perindopril (erbumine),CVCL_1239,5378
Relugolix,CVCL_0292,5378
Pemetrexed,CVCL_1693,5378
Saquinavir,CVCL_0399,5377
Sacubitril/Valsartan,CVCL_0504,5377
Busulfan,CVCL_1119,5377
Cloxacillin (sodium),CVCL_0069,5377
Citalopram (hydrobromide),CVCL_1550,5377
Fingolimod (hydrochloride),CVCL_0023,5376
Pyridoxine,CVCL_1097,5376
Clotrimazole,CVCL_C466,5376
PF-06260933,CVCL_0023,5376
Tucatinib,CVCL_0504,5376
Riluzole hydrochloride,CVCL_1731,5375
Pralsetinib,CVCL_0504,5374
Sildenafil,CVCL_0023,5374
Acetohexamide,CVCL_0504,5373
Cloxacillin (sodium),CVCL_0179,5373
Methyl aminolevulinate (hydrochloride),CVCL_C466,5372
Pyridoxine (hydrochloride),CVCL_1666,5372
Roxadustat,CVCL_1056,5371
Clobetasol propionate,CVCL_1119,5371
HI-TOPK-032,CVCL_0293,5370
Tofacitinib (citrate),CVCL_1547,5370
Pentamidine (isethionate),CVCL_1055,5369
Vemurafenib,CVCL_0332,5369
MK-3903,CVCL_0399,5369
Budesonide,CVCL_0023,5368
Aliskiren,CVCL_1635,5368
Tofacitinib,CVCL_1478,5366
Sivelestat (sodium tetrahydrate),CVCL_1550,5366
Brimonidine,CVCL_1547,5366
Bexarotene,CVCL_0332,5365
Folic acid,CVCL_0397,5365
Lopinavir,CVCL_0371,5365
Goserelin (acetate),CVCL_0179,5365
Larotrectinib,CVCL_1381,5364
Niclosamide (olamine),CVCL_0320,5364
Apalutamide,CVCL_0023,5364
Delamanid,CVCL_1478,5363
Pentamidine (isethionate),CVCL_1098,5363
Azithromycin (hydrate),CVCL_1550,5363
LY2090314,CVCL_1056,5363
Idarubicin (hydrochloride),CVCL_1056,5363
Hydroxyfasudil,CVCL_0334,5363
Baicalin,CVCL_0069,5363
Lipoic acid,CVCL_1666,5362
Bentamapimod,CVCL_0023,5361
Saquinavir,CVCL_1285,5361
Ivermectin,CVCL_1381,5360
Lumateperone (tosylate),CVCL_1055,5360
Cysteamine (hydrochloride),CVCL_1098,5360
(R)-Verapamil (hydrochloride),CVCL_0397,5359
Trametinib (DMSO_TF solvate),CVCL_0152,5359
Canagliflozin (hemihydrate),CVCL_1717,5358
Triclosan,CVCL_1495,5357
Rucaparib (phosphate),CVCL_1731,5357
Atazanavir (sulfate),CVCL_1495,5356
Gemcitabine,CVCL_0292,5356
Clobetasol propionate,CVCL_1381,5356
Eplerenone,CVCL_0023,5356
Cobimetinib,CVCL_1693,5355
Lonafarnib,CVCL_0397,5355
Pioglitazone,CVCL_0504,5355
Imiquimod (hydrochloride),CVCL_1119,5354
Tolcapone,CVCL_0179,5354
Vandetanib,CVCL_1381,5354
Bendamustine,CVCL_0334,5354
Ivabradine (hydrochloride),CVCL_0023,5354
Imiquimod (hydrochloride),CVCL_0399,5353
LB-100,CVCL_1119,5352
Piroxicam,CVCL_0397,5352
Irinotecan,CVCL_1119,5352
Aspirin,CVCL_0320,5352
5-Fluorouracil,CVCL_0320,5350
Tirabrutinib,CVCL_1478,5350
Voriconazole,CVCL_1495,5349
Demeclocycline,CVCL_1717,5349
Mebendazole,CVCL_0397,5348
Paclitaxel,CVCL_0332,5346
Diphenhydramine,CVCL_1478,5346
Belinostat,CVCL_0023,5345
Bergenin,CVCL_C466,5345
L-Thyroxine (sodium salt pentahydrate),CVCL_0293,5345
Tolmetin,CVCL_0320,5344
Omeprazole,CVCL_1478,5344
AT7519,CVCL_1381,5344
DT-061,CVCL_0023,5343
GSK1059615,CVCL_0152,5343
Edoxaban (tosylate monohydrate),CVCL_0292,5343
Dimethyl fumarate,CVCL_1731,5343
Sulfisoxazole,CVCL_1055,5343
Balsalazide (sodium hydrate),CVCL_0397,5343
Sulfisoxazole,CVCL_1635,5341
Trametinib (DMSO_TF solvate),CVCL_1717,5341
Talc,CVCL_0359,5340
Tofacitinib (citrate),CVCL_0371,5339
Tofacitinib,CVCL_1547,5339
Ritonavir,CVCL_1097,5339
Lonafarnib,CVCL_1056,5338
Ralimetinib dimesylate,CVCL_0293,5338
Ornidazole,CVCL_1635,5337
Tazarotene,CVCL_1381,5336
Rimonabant,CVCL_1055,5336
Saquinavir,CVCL_0131,5336
Lipoic acid,CVCL_0332,5336
DT-061,CVCL_0152,5335
Idoxuridine,CVCL_1495,5335
Drospirenone,CVCL_1478,5335
Mifepristone,CVCL_1381,5334
Tolcapone,CVCL_0069,5333
Atazanavir (sulfate),CVCL_0371,5333
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0332,5333
Idarubicin (hydrochloride),CVCL_1550,5332
Balsalazide (sodium hydrate),CVCL_1094,5332
Gemfibrozil,CVCL_C466,5331
Folic acid,CVCL_0292,5331
Raltitrexed,CVCL_1731,5330
Aliskiren,CVCL_1495,5329
Vinblastine (sulfate),CVCL_1097,5329
Entecavir (monohydrate),CVCL_0366,5329
Vilanterol,CVCL_1478,5328
Cepharanthine,CVCL_0504,5328
Bimatoprost,CVCL_1097,5328
ETC-206,CVCL_0359,5327
Ouabain (Octahydrate),CVCL_0332,5327
Digitoxin,CVCL_1119,5327
Baicalin,CVCL_1635,5326
Verapamil,CVCL_1381,5326
(R)-Verapamil (hydrochloride),CVCL_1495,5326
Altretamine,CVCL_1119,5326
XRK3F2,CVCL_1517,5325
Vandetanib,CVCL_1550,5325
Bicalutamide,CVCL_0152,5325
Raltitrexed,CVCL_0218,5325
AZD1390,CVCL_0480,5325
Loperamide (hydrochloride),CVCL_0332,5325
Idoxuridine,CVCL_0293,5324
Tirabrutinib (hydrochloride),CVCL_1635,5324
Pasireotide (acetate),CVCL_0366,5324
Fusidic acid,CVCL_0069,5324
Arbutin,CVCL_1056,5323
Tofacitinib (citrate),CVCL_1478,5323
Ciclopirox,CVCL_1717,5322
Anethole trithione,CVCL_1666,5322
Atazanavir (sulfate),CVCL_0320,5322
Fenofibrate,CVCL_0371,5322
olaparib,CVCL_0397,5321
Verapamil,CVCL_0023,5321
Asciminib,CVCL_0371,5320
Ouabain (Octahydrate),CVCL_C466,5320
palbociclib,CVCL_1285,5320
Triamcinolone,CVCL_1517,5320
venetoclax,CVCL_C466,5320
Clotrimazole,CVCL_1717,5319
Clopidogrel,CVCL_1517,5319
Decitabine,CVCL_0334,5319
Ornidazole,CVCL_0292,5319
Demeclocycline,CVCL_C466,5318
Riluzole hydrochloride,CVCL_1495,5318
Thymol,CVCL_0152,5318
Bestatin,CVCL_0371,5318
Abemaciclib,CVCL_0359,5318
5-Azacytidine,CVCL_0399,5317
Elagolix sodium,CVCL_1097,5317
Verteporfin,CVCL_1285,5317
Bicalutamide,CVCL_0292,5315
Quinestrol,CVCL_0292,5315
Cabozantinib (S-malate),CVCL_0504,5314
Aliskiren,CVCL_0218,5314
Balsalazide (sodium hydrate),CVCL_1666,5314
Silodosin,CVCL_1693,5313
Levobupivacaine (hydrochloride),CVCL_0359,5313
Abemaciclib,CVCL_1119,5313
Glycyrrhizic acid,CVCL_0428,5312
Bexarotene,CVCL_1495,5312
Lapatinib ditosylate,CVCL_1717,5312
Anastrozole,CVCL_1098,5312
Doxorubicin (hydrochloride),CVCL_1693,5312
Berbamine,CVCL_0099,5312
Tazarotene,CVCL_0293,5311
Lucanthone,CVCL_0293,5311
Sacubitril/Valsartan,CVCL_0320,5311
Ribociclib,CVCL_0504,5311
Clopidogrel,CVCL_0366,5310
Auranofin,CVCL_0023,5310
Omeprazole (sodium),CVCL_0332,5309
AT7519,CVCL_0397,5308
Belinostat,CVCL_0359,5308
4EGI-1,CVCL_1517,5308
Vilanterol,CVCL_0320,5308
Berberine (chloride hydrate),CVCL_0218,5307
ETC-206,CVCL_1097,5306
Pyridoxine (hydrochloride),CVCL_0397,5306
Pyridoxine (hydrochloride),CVCL_1731,5306
Methotrexate,CVCL_0504,5306
Drospirenone,CVCL_1731,5305
Triamcinolone,CVCL_1717,5305
Clopidogrel,CVCL_1635,5305
Fluvoxamine (maleate),CVCL_1119,5304
Anethole trithione,CVCL_1094,5304
Sivelestat (sodium tetrahydrate),CVCL_0371,5303
Tranilast,CVCL_1381,5303
Omeprazole (sodium),CVCL_0131,5303
Almonertinib (mesylate),CVCL_1724,5303
Pyridoxine,CVCL_0504,5303
Baicalin,CVCL_1094,5302
Ivermectin,CVCL_0359,5302
Retinoic acid,CVCL_0218,5302
Artemether,CVCL_1478,5301
Dimethyl fumarate,CVCL_0292,5301
Aprepitant,CVCL_0293,5301
Radotinib,CVCL_1097,5301
Ataluren,CVCL_0292,5301
Aprepitant,CVCL_1550,5300
Ranolazine,CVCL_0504,5300
Ciclopirox,CVCL_1097,5300
Ivermectin,CVCL_0023,5300
Phenylephrine (hydrochloride),CVCL_0131,5299
Baicalin,CVCL_0332,5299
Gemcitabine,CVCL_1094,5299
Pyridoxine,CVCL_0320,5299
Bosentan (hydrate),CVCL_1119,5299
Omeprazole,CVCL_0069,5298
Tirabrutinib,CVCL_0332,5298
Abemaciclib,CVCL_0320,5297
Tazarotene,CVCL_0504,5297
Carbidopa (monohydrate),CVCL_1547,5297
Fostamatinib (disodium hexahydrate),CVCL_0504,5297
Sinomenine,CVCL_1055,5297
Lipoic acid,CVCL_1635,5296
Trimetrexate,CVCL_0366,5295
Plicamycin,CVCL_0131,5294
Levobupivacaine (hydrochloride),CVCL_1381,5293
Elagolix sodium,CVCL_0320,5293
Fusidic acid,CVCL_1666,5292
Tolcapone,CVCL_1055,5291
Entrectinib,CVCL_0293,5291
Canagliflozin (hemihydrate),CVCL_1666,5290
Fingolimod (hydrochloride),CVCL_1381,5290
AT7519,CVCL_1717,5290
Edoxaban (tosylate monohydrate),CVCL_1635,5290
Tirabrutinib,CVCL_0292,5290
Azithromycin (hydrate),CVCL_1478,5289
Mitoxantrone (dihydrochloride),CVCL_1478,5287
Gallic acid,CVCL_0397,5287
Aliskiren,CVCL_1666,5286
APTO-253,CVCL_0359,5286
Sulfisoxazole,CVCL_0332,5286
Rapamycin,CVCL_1381,5286
Ivabradine (hydrochloride),CVCL_1381,5285
Zileuton,CVCL_0320,5285
Acetazolamide,CVCL_1119,5284
Gallic acid,CVCL_0179,5284
5-Azacytidine,CVCL_1056,5284
Larotrectinib,CVCL_0320,5284
Neratinib,CVCL_0023,5284
Azithromycin (hydrate),CVCL_1381,5283
Temsirolimus,CVCL_1098,5283
Idarubicin (hydrochloride),CVCL_0359,5282
Tolmetin,CVCL_1550,5281
Volasertib,CVCL_0152,5281
Adenine,CVCL_0069,5281
Rimonabant,CVCL_1495,5281
Delamanid,CVCL_0293,5281
Indacaterol (maleate),CVCL_1478,5280
Tomivosertib,CVCL_1056,5280
Sivelestat (sodium tetrahydrate),CVCL_0320,5280
Entrectinib,CVCL_0371,5280
Ipatasertib,CVCL_0023,5280
Clotrimazole,CVCL_1547,5279
Minodronic acid,CVCL_1119,5279
Sivelestat (sodium tetrahydrate),CVCL_1495,5278
Verteporfin,CVCL_0334,5278
Folic acid,CVCL_1693,5278
(S)-Crizotinib,CVCL_0359,5278
Pyridoxine,CVCL_1550,5278
Fusidic acid,CVCL_1635,5278
Loperamide (hydrochloride),CVCL_0504,5278
18β-Glycyrrhetinic acid,CVCL_0371,5277
Folic acid,CVCL_0179,5276
Docetaxel (Trihydrate),CVCL_1119,5276
Filgotinib,CVCL_0292,5276
Sulfisoxazole,CVCL_1094,5275
Orlistat,CVCL_1119,5274
Panobinostat,CVCL_1717,5274
GSK1059615,CVCL_0359,5274
Busulfan,CVCL_1717,5273
Artemether,CVCL_1666,5273
Relugolix,CVCL_1635,5272
Fostamatinib (disodium hexahydrate),CVCL_0320,5272
CP21R7,CVCL_0399,5272
BI-78D3,CVCL_1285,5272
Bergenin,CVCL_1495,5272
olaparib,CVCL_1381,5271
Fluvoxamine (maleate),CVCL_1381,5271
NG25,CVCL_0293,5271
Selinexor,CVCL_1547,5271
Clofarabine,CVCL_1693,5271
Azithromycin (hydrate),CVCL_1119,5270
Erlotinib,CVCL_0359,5269
9-ING-41,CVCL_1097,5269
Temuterkib,CVCL_1517,5268
Tirabrutinib,CVCL_0293,5268
Methyl aminolevulinate (hydrochloride),CVCL_1666,5268
Capivasertib,CVCL_1478,5268
Drospirenone,CVCL_0099,5267
Anethole trithione,CVCL_0292,5267
Rucaparib (phosphate),CVCL_0397,5267
Idoxuridine,CVCL_0371,5267
Gemfibrozil,CVCL_1055,5267
Finasteride,CVCL_1119,5267
L-Eflornithine (monohydrochloride),CVCL_0332,5266
Piroxicam,CVCL_1547,5266
Rapamycin,CVCL_1098,5265
Cinacalcet,CVCL_0293,5265
Rutin (trihydrate),CVCL_1550,5264
Posaconazole,CVCL_0371,5264
Mebendazole,CVCL_1731,5263
Lipoic acid,CVCL_0179,5262
Digitoxin,CVCL_1285,5262
Cilostazol,CVCL_1550,5261
Canagliflozin,CVCL_1285,5261
Bimatoprost,CVCL_1119,5261
Osimertinib (mesylate),CVCL_0023,5260
Voriconazole,CVCL_0293,5260
Ivermectin,CVCL_0504,5260
Asciminib,CVCL_1495,5259
Gallic acid,CVCL_1635,5259
EX229,CVCL_0480,5259
Carbamazepine,CVCL_1056,5259
Mebendazole,CVCL_1478,5258
LY-2584702 (tosylate salt),CVCL_0546,5258
AZD1390,CVCL_1517,5257
Pentagastrin,CVCL_1094,5255
AT7519,CVCL_1547,5254
Larotrectinib sulfate,CVCL_1550,5254
Lapatinib ditosylate,CVCL_0504,5254
Acetohexamide,CVCL_1097,5254
Lopinavir,CVCL_0320,5254
Darolutamide,CVCL_0397,5254
Infigratinib,CVCL_1056,5253
Busulfan,CVCL_1478,5253
Folic acid,CVCL_1731,5252
Aprepitant,CVCL_1495,5252
Ornidazole,CVCL_1666,5252
Torkinib,CVCL_0023,5252
Panobinostat,CVCL_0293,5250
Thymopentin,CVCL_0399,5250
Pentagastrin,CVCL_1495,5249
Bisoprolol (hemifumarate),CVCL_1285,5249
Bestatin,CVCL_1550,5249
Diphenhydramine,CVCL_1097,5249
Relugolix,CVCL_0218,5248
Hydroxyfasudil,CVCL_0023,5248
Clopidogrel,CVCL_0152,5247
Phenylephrine (hydrochloride),CVCL_1478,5247
Citalopram (hydrobromide),CVCL_0131,5246
Cyclosporin A,CVCL_1495,5245
Tofacitinib,CVCL_C466,5244
Methotrexate,CVCL_0293,5244
Bicalutamide,CVCL_0069,5244
Bimiralisib,CVCL_0504,5243
Balsalazide (sodium hydrate),CVCL_0069,5243
Goserelin (acetate),CVCL_0218,5243
Dapagliflozin,CVCL_0366,5243
Artemether,CVCL_1717,5242
Edoxaban (tosylate monohydrate),CVCL_1731,5241
Tetracycline (hydrochloride),CVCL_0504,5240
Sonidegib,CVCL_1693,5240
Oleic acid,CVCL_0320,5240
Pimozide,CVCL_1693,5239
Sodium Salicylate,CVCL_0397,5239
5-Fluorouracil,CVCL_0293,5238
Captopril,CVCL_0069,5238
Filgotinib,CVCL_0397,5238
Vilanterol,CVCL_0359,5237
Goserelin (acetate),CVCL_1693,5236
Neratinib (maleate),CVCL_1495,5236
Bosentan (hydrate),CVCL_1693,5234
Tirabrutinib (hydrochloride),CVCL_0292,5233
Zileuton,CVCL_0293,5232
LB-100,CVCL_1097,5232
L-Thyroxine (sodium salt pentahydrate),CVCL_1056,5232
Diammonium Glycyrrhizinate,CVCL_1495,5232
APTO-253,CVCL_1119,5231
GSK1059615,CVCL_1717,5230
Infigratinib,CVCL_1097,5230
Hydroxyfasudil,CVCL_1056,5229
Crizotinib (hydrochloride),CVCL_0332,5229
Diphenhydramine,CVCL_0099,5229
Gallic acid,CVCL_1693,5229
Allopurinol,CVCL_0366,5228
Oleic acid,CVCL_1097,5227
Fostamatinib (disodium hexahydrate),CVCL_0293,5227
Norepinephrine (hydrochloride),CVCL_1495,5227
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_1635,5226
Rutin (trihydrate),CVCL_0371,5226
Rucaparib (phosphate),CVCL_1097,5226
Plicamycin,CVCL_0504,5225
Aliskiren,CVCL_1731,5224
Glasdegib,CVCL_0292,5224
Abiraterone acetate,CVCL_1547,5224
OTS514,CVCL_0480,5223
Methylthiouracil,CVCL_1055,5223
LY2090314,CVCL_1119,5222
Quinidine (15% dihydroquinidine),CVCL_1550,5222
Lactate (calcium),CVCL_0504,5221
Oxaliplatin,CVCL_1547,5221
Tirabrutinib,CVCL_0152,5221
Ponatinib,CVCL_1666,5221
IQ 1,CVCL_0399,5221
AZD-8055,CVCL_1381,5221
Fenofibrate,CVCL_1550,5221
Drospirenone,CVCL_0293,5220
Diphenhydramine,CVCL_0293,5220
Minodronic acid,CVCL_1547,5219
Cyclosporin A,CVCL_1097,5219
Minodronic acid,CVCL_1550,5219
Rucaparib (phosphate),CVCL_1547,5219
Allopurinol,CVCL_0218,5219
